# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
31052at4891	Complete	ctg000002_P	555317	555943	-	138.2	144	https://www.orthodb.org/v10?query=31052at4891	Maf-like protein
31067at4891	Complete	ctg000000_P	336710	337717	-	164.9	250	https://www.orthodb.org/v10?query=31067at4891	Pex19 protein
31102at4891	Complete	ctg000009_P	424660	425172	-	290.1	154	https://www.orthodb.org/v10?query=31102at4891	Actin-related protein 2/3 complex subunit 4
31115at4891	Complete	ctg000014_P	165683	166525	+	148.9	130	https://www.orthodb.org/v10?query=31115at4891	tRNA-splicing endonuclease subunit Sen34
31218at4891	Complete	ctg000008_P	150460	151410	+	238.8	213	https://www.orthodb.org/v10?query=31218at4891	Ribosomal protein L30, ferredoxin-like fold domain
31245at4891	Complete	ctg000007_P	240628	241209	-	165.6	134	https://www.orthodb.org/v10?query=31245at4891	Translocation protein SEC66
31256at4891	Complete	ctg000001_P	551040	551588	+	156.3	131	https://www.orthodb.org/v10?query=31256at4891	Mitochondrial import inner membrane translocase subunit TIM21
31261at4891	Complete	ctg000010_P	31207	31908	-	154.1	135	https://www.orthodb.org/v10?query=31261at4891	Putative mitochondrial membrane protein FMP10
31279at4891	Complete	ctg000001_P	422659	423585	-	240.4	226	https://www.orthodb.org/v10?query=31279at4891	Mitochondrial thiamine pyrophosphate carrier 1
31295at4891	Complete	ctg000011_P	74819	75340	+	127.7	130	https://www.orthodb.org/v10?query=31295at4891	Nascent polypeptide-associated complex subunit alpha
31306at4891	Complete	ctg000009_P	82087	82686	-	286.9	167	https://www.orthodb.org/v10?query=31306at4891	snare-like protein
31320at4891	Complete	ctg000000_P	797366	798010	+	271.9	176	https://www.orthodb.org/v10?query=31320at4891	Ubiquitin-conjugating enzyme, C-terminal fungi
31321at4891	Complete	ctg000003_P	729491	730138	+	129.5	120	https://www.orthodb.org/v10?query=31321at4891	Ribonuclease III domain
31342at4891	Complete	ctg000013_P	62403	63212	-	118.6	117	https://www.orthodb.org/v10?query=31342at4891	N-acetyltransferase ESCO, acetyl-transferase domain
31360at4891	Complete	ctg000008_P	734451	735446	+	195.3	202	https://www.orthodb.org/v10?query=31360at4891	Prephenate dehydratase
31367at4891	Complete	ctg000009_P	582091	583134	-	226.0	196	https://www.orthodb.org/v10?query=31367at4891	Fe-S cluster assembly protein DRE2
31371at4891	Complete	ctg000014_P	140922	142400	-	338.7	326	https://www.orthodb.org/v10?query=31371at4891	Mitochondrial distribution and morphology protein 10
31374at4891	Complete	ctg000001_P	833807	834886	-	136.6	174	https://www.orthodb.org/v10?query=31374at4891	Fat storage-inducing transmembrane protein
31397at4891	Duplicated	ctg000006_P	474355	474780	-	193.5	129	https://www.orthodb.org/v10?query=31397at4891	Succinate dehydrogenase, cytochrome b556 subunit
31397at4891	Duplicated	ctg000009_P	186981	187406	+	194.3	128	https://www.orthodb.org/v10?query=31397at4891	Succinate dehydrogenase, cytochrome b556 subunit
31398at4891	Complete	ctg000002_P	479471	479932	-	229.8	135	https://www.orthodb.org/v10?query=31398at4891	Ribosomal protein L13
31405at4891	Complete	ctg000002_P	81058	81450	-	193.7	110	https://www.orthodb.org/v10?query=31405at4891	Transcriptional activator
31406at4891	Complete	ctg000008_P	547834	548439	-	271.5	169	https://www.orthodb.org/v10?query=31406at4891	RNA polymerase II subunit A
31408at4891	Complete	ctg000107_P	209114	209794	-	210.5	170	https://www.orthodb.org/v10?query=31408at4891	Protein-lysine N-methyltransferase EFM4
31429at4891	Complete	ctg000008_P	749191	750150	+	324.7	260	https://www.orthodb.org/v10?query=31429at4891	Palmitoyltransferase
31434at4891	Complete	ctg000000_P	553006	554172	+	164.5	258	https://www.orthodb.org/v10?query=31434at4891	Mannose-6-phosphate receptor binding domain superfamily
31476at4891	Complete	ctg000022_P	208385	208906	+	335.9	157	https://www.orthodb.org/v10?query=31476at4891	Histone chaperone
31512at4891	Complete	ctg000003_P	239671	240246	-	222.8	148	https://www.orthodb.org/v10?query=31512at4891	Ribonuclease H-like protein
31544at4891	Complete	ctg000001_P	722853	724385	+	426.2	339	https://www.orthodb.org/v10?query=31544at4891	P-loop containing nucleoside triphosphate hydrolase protein
31564at4891	Complete	ctg000002_P	280440	280916	-	217.4	130	https://www.orthodb.org/v10?query=31564at4891	EF-hand domain
31569at4891	Complete	ctg000010_P	445462	446079	-	231.8	127	https://www.orthodb.org/v10?query=31569at4891	Ubiquitin-conjugating enzyme, active site
31628at4891	Complete	ctg000006_P	550351	550815	+	167.3	123	https://www.orthodb.org/v10?query=31628at4891	Ribosomal protein S8
31633at4891	Complete	ctg000006_P	267491	268012	+	185.4	137	https://www.orthodb.org/v10?query=31633at4891	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase
31636at4891	Complete	ctg000002_P	1037033	1037614	-	184.7	157	https://www.orthodb.org/v10?query=31636at4891	GINS complex, subunit Psf3
31637at4891	Complete	ctg000002_P	222991	223590	-	226.0	153	https://www.orthodb.org/v10?query=31637at4891	Ribosome biogenesis regulatory protein
31650at4891	Complete	ctg000007_P	216133	216972	-	320.6	203	https://www.orthodb.org/v10?query=31650at4891	Gdt1 family
31657at4891	Duplicated	ctg000000_P	556276	556674	-	249.0	118	https://www.orthodb.org/v10?query=31657at4891	Ubiquitin-conjugating enzyme E2 4
31657at4891	Duplicated	ctg000007_P	410729	411127	+	252.3	118	https://www.orthodb.org/v10?query=31657at4891	Ubiquitin-conjugating enzyme E2 4
31659at4891	Complete	ctg000007_P	219710	220477	+	298.4	225	https://www.orthodb.org/v10?query=31659at4891	Inner membrane mitoribosome receptor Mba1, mitochondrial
31662at4891	Complete	ctg000000_P	86665	87672	-	199.7	179	https://www.orthodb.org/v10?query=31662at4891	Pre-mRNA-splicing factor CWC2
31685at4891	Complete	ctg000013_P	228692	229312	-	281.4	165	https://www.orthodb.org/v10?query=31685at4891	coiled-coil domain-containing protein 90A
31692at4891	Complete	ctg000001_P	135312	135998	+	165.6	162	https://www.orthodb.org/v10?query=31692at4891	MICOS complex subunit
31700at4891	Complete	ctg000005_P	592950	593666	-	170.2	129	https://www.orthodb.org/v10?query=31700at4891	Oxidoreductase-like domain-containing protein 1
31701at4891	Complete	ctg000006_P	628130	629983	+	183.8	138	https://www.orthodb.org/v10?query=31701at4891	Ribosomal protein L28/L24
31712at4891	Complete	ctg000002_P	1030201	1030920	-	180.6	155	https://www.orthodb.org/v10?query=31712at4891	K Homology domain, type 1
31718at4891	Complete	ctg000000_P	1395568	1397223	-	295.3	329	https://www.orthodb.org/v10?query=31718at4891	Peroxin domain
31722at4891	Complete	ctg000006_P	310878	311969	+	181.0	238	https://www.orthodb.org/v10?query=31722at4891	TAP46-like protein
31728at4891	Complete	ctg000007_P	744618	746000	+	137.5	147	https://www.orthodb.org/v10?query=31728at4891	NT-type C2 domain
31733at4891	Complete	ctg000009_P	288189	289469	-	190.8	324	https://www.orthodb.org/v10?query=31733at4891	Ribosomal RNA-processing protein 14, N-terminal
31822at4891	Complete	ctg000007_P	85650	86363	+	219.2	161	https://www.orthodb.org/v10?query=31822at4891	Riboflavin synthase
31855at4891	Complete	ctg000002_P	825003	826136	+	168.8	258	https://www.orthodb.org/v10?query=31855at4891	Nucleotide exchange factor SIL1
31879at4891	Complete	ctg000107_P	220765	221544	+	203.6	175	https://www.orthodb.org/v10?query=31879at4891	Mitochondrial glycoprotein
31913at4891	Complete	ctg000006_P	728175	729296	-	303.5	236	https://www.orthodb.org/v10?query=31913at4891	PSP, proline-rich
31926at4891	Duplicated	ctg000009_P	116431	117288	+	311.6	161	https://www.orthodb.org/v10?query=31926at4891	Ribosomal protein L22/L17
31926at4891	Duplicated	ctg000022_P	102912	103779	+	312.6	161	https://www.orthodb.org/v10?query=31926at4891	Ribosomal protein L22/L17
31961at4891	Complete	ctg000000_P	838727	839629	+	303.0	208	https://www.orthodb.org/v10?query=31961at4891	Ubiquinone biosynthesis protein COQ4, mitochondrial
31994at4891	Duplicated	ctg000008_P	245404	245862	-	176.2	116	https://www.orthodb.org/v10?query=31994at4891	Cytochrome c oxidase subunit IV
31994at4891	Duplicated	ctg000107_P	290594	291046	-	164.6	117	https://www.orthodb.org/v10?query=31994at4891	Cytochrome c oxidase subunit IV
31995at4891	Complete	ctg000009_P	341579	343304	-	269.4	151	https://www.orthodb.org/v10?query=31995at4891	Translationally controlled tumour protein
32000at4891	Complete	ctg000000_P	219121	219726	-	234.6	151	https://www.orthodb.org/v10?query=32000at4891	Rho GDP-dissociation inhibitor
32004at4891	Complete	ctg000011_P	405552	406187	-	308.4	166	https://www.orthodb.org/v10?query=32004at4891	V-ATPase proteolipid subunit
32005at4891	Complete	ctg000022_P	562615	563259	+	193.0	135	https://www.orthodb.org/v10?query=32005at4891	Thymidylate kinase
32012at4891	Complete	ctg000000_P	300735	301454	-	262.5	190	https://www.orthodb.org/v10?query=32012at4891	Protein LUC7
32025at4891	Complete	ctg000000_P	338091	338525	+	228.9	128	https://www.orthodb.org/v10?query=32025at4891	SUMO-conjugating enzyme UBC9
32081at4891	Complete	ctg000001_P	687501	688427	-	341.2	248	https://www.orthodb.org/v10?query=32081at4891	Transcription elongation factor
32134at4891	Complete	ctg000002_P	240091	240987	+	225.0	198	https://www.orthodb.org/v10?query=32134at4891	rRNA biogenesis protein RRP36
32137at4891	Complete	ctg000006_P	796452	797570	+	335.6	259	https://www.orthodb.org/v10?query=32137at4891	Ubiquitin
32146at4891	Complete	ctg000001_P	923804	925216	-	180.0	168	https://www.orthodb.org/v10?query=32146at4891	Nucleoporin Nup49
32155at4891	Complete	ctg000010_P	406164	410165	+	231.7	307	https://www.orthodb.org/v10?query=32155at4891	Exocyst complex component SEC3
32172at4891	Duplicated	ctg000001_P	1017736	1018401	-	350.4	187	https://www.orthodb.org/v10?query=32172at4891	ras-domain-containing protein
32172at4891	Duplicated	ctg000010_P	363267	363935	+	345.8	190	https://www.orthodb.org/v10?query=32172at4891	ras-domain-containing protein
32213at4891	Complete	ctg000009_P	414617	415138	-	222.1	149	https://www.orthodb.org/v10?query=32213at4891	ATP synthase subunit d, mitochondrial
32220at4891	Complete	ctg000001_P	711431	711925	-	293.1	142	https://www.orthodb.org/v10?query=32220at4891	Ubiquitin-conjugating enzyme E2 2
32226at4891	Complete	ctg000007_P	51408	52502	-	193.0	238	https://www.orthodb.org/v10?query=32226at4891	RNA polymerase II associated factor Paf1
32228at4891	Complete	ctg000009_P	515086	515697	+	245.4	168	https://www.orthodb.org/v10?query=32228at4891	Snf7 family
32235at4891	Complete	ctg000008_P	472917	473855	+	239.4	169	https://www.orthodb.org/v10?query=32235at4891	ribosomal protein L22
32238at4891	Complete	ctg000006_P	195910	197301	-	280.7	219	https://www.orthodb.org/v10?query=32238at4891	recombination protein Rad52
32270at4891	Complete	ctg000008_P	673589	674374	+	279.3	207	https://www.orthodb.org/v10?query=32270at4891	Ribosomal protein L15
32312at4891	Complete	ctg000007_P	372285	374540	+	311.7	376	https://www.orthodb.org/v10?query=32312at4891	Exocyst complex component EXO84
32319at4891	Complete	ctg000000_P	1105952	1106533	-	216.9	125	https://www.orthodb.org/v10?query=32319at4891	SKP1 component, dimerisation
32329at4891	Complete	ctg000003_P	519691	520470	-	210.1	186	https://www.orthodb.org/v10?query=32329at4891	COQ9
32341at4891	Complete	ctg000012_P	141110	142096	-	180.6	201	https://www.orthodb.org/v10?query=32341at4891	Ribokinase
32346at4891	Complete	ctg000002_P	896069	897418	-	198.4	231	https://www.orthodb.org/v10?query=32346at4891	Similar to Saccharomyces cerevisiae YOL072W THP1 Nuclear pore-associated protein
32367at4891	Complete	ctg000011_P	78497	79003	-	143.4	136	https://www.orthodb.org/v10?query=32367at4891	Peptidyl-tRNA hydrolase
32435at4891	Complete	ctg000005_P	389368	390753	-	180.4	216	https://www.orthodb.org/v10?query=32435at4891	NEDD8-activating enzyme E1 regulatory subunit
32475at4891	Complete	ctg000006_P	544145	546289	-	92.8	193	https://www.orthodb.org/v10?query=32475at4891	Calpain-like protease palB/RIM13
32490at4891	Complete	ctg000008_P	114012	114674	-	278.9	159	https://www.orthodb.org/v10?query=32490at4891	Mitochondrial import inner membrane translocase subunit TIM23
32508at4891	Complete	ctg000107_P	278916	279845	-	255.1	156	https://www.orthodb.org/v10?query=32508at4891	MOB kinase activator family
32519at4891	Complete	ctg000009_P	399678	400498	-	319.4	174	https://www.orthodb.org/v10?query=32519at4891	Uridylate kinase
32529at4891	Complete	ctg000003_P	1021647	1022807	+	336.3	295	https://www.orthodb.org/v10?query=32529at4891	GPI transamidase component GAB1
32545at4891	Complete	ctg000009_P	314470	314985	+	178.9	119	https://www.orthodb.org/v10?query=32545at4891	GAF domain
32546at4891	Duplicated	ctg000001_P	451330	451848	+	297.7	148	https://www.orthodb.org/v10?query=32546at4891	Ribosomal protein L5
32546at4891	Duplicated	ctg000005_P	211026	211544	+	297.7	148	https://www.orthodb.org/v10?query=32546at4891	Ribosomal protein L5
32549at4891	Complete	ctg000022_P	479963	480454	-	173.9	128	https://www.orthodb.org/v10?query=32549at4891	Peptidyl-prolyl cis-trans isomerase
32582at4891	Complete	ctg000005_P	837378	837848	+	268.7	140	https://www.orthodb.org/v10?query=32582at4891	V-type proton ATPase proteolipid subunit
32607at4891	Complete	ctg000011_P	377280	377894	+	102.2	127	https://www.orthodb.org/v10?query=32607at4891	Mediator of RNA polymerase II transcription subunit 20
32632at4891	Complete	ctg000006_P	12225	13892	+	423.2	377	https://www.orthodb.org/v10?query=32632at4891	Chromatin structure-remodeling complex subunit RSC9
32672at4891	Complete	ctg000003_P	261867	262298	-	204.2	108	https://www.orthodb.org/v10?query=32672at4891	Zinc finger C2H2-type
32712at4891	Complete	ctg000003_P	152375	152971	+	289.1	164	https://www.orthodb.org/v10?query=32712at4891	Ribosome biogenesis protein RLP24
32745at4891	Complete	ctg000001_P	457218	458210	-	129.6	179	https://www.orthodb.org/v10?query=32745at4891	actin binding
32761at4891	Complete	ctg000003_P	918945	920648	+	210.2	311	https://www.orthodb.org/v10?query=32761at4891	Winged helix-like DNA-binding domain superfamily
32785at4891	Complete	ctg000001_P	423879	424544	+	174.7	151	https://www.orthodb.org/v10?query=32785at4891	Exoribonuclease, phosphorolytic domain 1
32812at4891	Complete	ctg000005_P	238115	238540	+	216.1	124	https://www.orthodb.org/v10?query=32812at4891	Spliceosomal protein DIB1
32823at4891	Complete	ctg000005_P	36913	37356	-	188.4	92	https://www.orthodb.org/v10?query=32823at4891	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
32845at4891	Complete	ctg000001_P	294197	294943	+	95.5	124	https://www.orthodb.org/v10?query=32845at4891	similar to Saccharomyces cerevisiae YGR158C MTR3 Exosome non-catalytic core component
32853at4891	Complete	ctg000001_P	798907	799353	-	158.6	110	https://www.orthodb.org/v10?query=32853at4891	EF-hand domain
32856at4891	Complete	ctg000008_P	561741	562514	-	246.8	184	https://www.orthodb.org/v10?query=32856at4891	Exosome complex component CSL4
32872at4891	Complete	ctg000006_P	77459	77881	+	173.3	119	https://www.orthodb.org/v10?query=32872at4891	Prefoldin
32892at4891	Complete	ctg000010_P	496813	497484	-	199.1	157	https://www.orthodb.org/v10?query=32892at4891	Enolase-phosphatase E1
32898at4891	Complete	ctg000000_P	473618	474241	+	195.3	153	https://www.orthodb.org/v10?query=32898at4891	DNA replication complex GINS protein PSF1
32901at4891	Complete	ctg000008_P	621018	622418	-	235.5	318	https://www.orthodb.org/v10?query=32901at4891	Origin recognition complex subunit 5
32984at4891	Complete	ctg000000_P	269411	270397	+	286.4	270	https://www.orthodb.org/v10?query=32984at4891	Tetratricopeptide repeat
32986at4891	Complete	ctg000014_P	120350	121339	-	136.4	200	https://www.orthodb.org/v10?query=32986at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
33004at4891	Complete	ctg000006_P	668776	671094	-	323.6	317	https://www.orthodb.org/v10?query=33004at4891	Protein EFR3
33025at4891	Complete	ctg000003_P	170019	170756	-	292.0	195	https://www.orthodb.org/v10?query=33025at4891	Ribosome maturation protein SBDS, N-terminal
33057at4891	Complete	ctg000007_P	209853	210479	+	195.8	161	https://www.orthodb.org/v10?query=33057at4891	Mediator of RNA polymerase II transcription subunit 8
33075at4891	Complete	ctg000007_P	391992	392765	+	360.7	239	https://www.orthodb.org/v10?query=33075at4891	Proliferating cell nuclear antigen
33087at4891	Complete	ctg000001_P	1020946	1022133	+	192.3	212	https://www.orthodb.org/v10?query=33087at4891	WD40-repeat-containing domain
33117at4891	Complete	ctg000000_P	565707	567487	+	250.7	143	https://www.orthodb.org/v10?query=33117at4891	Ribosomal protein S15
33118at4891	Complete	ctg000013_P	167504	167974	+	123.5	115	https://www.orthodb.org/v10?query=33118at4891	Glucosamine 6-phosphate N-acetyltransferase
33119at4891	Complete	ctg000022_P	159202	159675	+	266.3	131	https://www.orthodb.org/v10?query=33119at4891	Mitochondrial import inner membrane translocase subunit TIM17
33121at4891	Complete	ctg000005_P	250353	250835	+	194.7	134	https://www.orthodb.org/v10?query=33121at4891	Low molecular weight phosphotyrosine protein phosphatase
33122at4891	Complete	ctg000007_P	89489	90013	+	148.3	120	https://www.orthodb.org/v10?query=33122at4891	transport protein particle 20 kDa subunit
33197at4891	Complete	ctg000011_P	248376	248924	+	190.9	140	https://www.orthodb.org/v10?query=33197at4891	HAD superfamily
33198at4891	Complete	ctg000002_P	237827	238507	-	129.2	124	https://www.orthodb.org/v10?query=33198at4891	AMMECR1
33220at4891	Complete	ctg000022_P	420914	421396	-	111.9	100	https://www.orthodb.org/v10?query=33220at4891	Putative DNA-directed RNA polymerase III subunit
33224at4891	Complete	ctg000009_P	321982	322434	+	240.6	129	https://www.orthodb.org/v10?query=33224at4891	Nucleoside diphosphate kinase
33227at4891	Complete	ctg000000_P	683541	684521	+	159.9	153	https://www.orthodb.org/v10?query=33227at4891	Palmitoyltransferase
33264at4891	Complete	ctg000010_P	388684	389706	-	207.8	154	https://www.orthodb.org/v10?query=33264at4891	EB1, C-terminal
33306at4891	Complete	ctg000008_P	231713	232216	-	258.7	151	https://www.orthodb.org/v10?query=33306at4891	PRA1 family protein
33312at4891	Complete	ctg000011_P	63221	63976	-	285.3	196	https://www.orthodb.org/v10?query=33312at4891	von Willebrand factor A-like domain superfamily
33317at4891	Duplicated	ctg000007_P	130730	131557	+	172.7	211	https://www.orthodb.org/v10?query=33317at4891	SWR1-complex protein 5
33317at4891	Duplicated	ctg000024_P	8903	9730	+	172.7	211	https://www.orthodb.org/v10?query=33317at4891	SWR1-complex protein 5
33343at4891	Complete	ctg000002_P	1031374	1031880	+	236.3	140	https://www.orthodb.org/v10?query=33343at4891	6,7-dimethyl-8-ribityllumazine synthase
33349at4891	Complete	ctg000002_P	448630	449154	-	218.6	147	https://www.orthodb.org/v10?query=33349at4891	NUDIX hydrolase domain
33351at4891	Complete	ctg000000_P	1346625	1347176	-	294.8	166	https://www.orthodb.org/v10?query=33351at4891	Guanylate kinase
33356at4891	Complete	ctg000013_P	141030	141674	-	320.1	166	https://www.orthodb.org/v10?query=33356at4891	ras-domain-containing protein
33361at4891	Complete	ctg000000_P	569831	570499	-	170.1	142	https://www.orthodb.org/v10?query=33361at4891	protein-tyrosine phosphatase
33386at4891	Complete	ctg000007_P	338691	339170	+	113.7	105	https://www.orthodb.org/v10?query=33386at4891	Cytochrome B pre-mRNA-processing protein 6
33387at4891	Complete	ctg000107_P	207368	207820	+	122.4	120	https://www.orthodb.org/v10?query=33387at4891	Actin-related protein 2/3 complex subunit 5
33397at4891	Complete	ctg000000_P	1125751	1126542	+	274.8	233	https://www.orthodb.org/v10?query=33397at4891	P-loop containing nucleoside triphosphate hydrolase protein
33398at4891	Complete	ctg000107_P	398858	399403	+	199.1	138	https://www.orthodb.org/v10?query=33398at4891	Cytochrome c oxidase assembly factor 1
33429at4891	Complete	ctg000001_P	572045	572851	-	197.8	173	https://www.orthodb.org/v10?query=33429at4891	putative membrane protein
33444at4891	Complete	ctg000002_P	612025	612951	+	130.8	175	https://www.orthodb.org/v10?query=33444at4891	metal ion transmembrane transporter activity
33503at4891	Complete	ctg000006_P	363387	364349	-	138.9	202	https://www.orthodb.org/v10?query=33503at4891	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain
33522at4891	Complete	ctg000005_P	213243	213821	+	158.4	122	https://www.orthodb.org/v10?query=33522at4891	Putative mitochondrial outer membrane protein
33531at4891	Complete	ctg000009_P	606248	606736	-	67.4	133	https://www.orthodb.org/v10?query=33531at4891	Ribosomal protein L20, mitochondrial
33542at4891	Complete	ctg000011_P	442561	443525	-	227.2	164	https://www.orthodb.org/v10?query=33542at4891	Vacuolar protein sorting-associated protein 29
33557at4891	Complete	ctg000003_P	181282	182301	-	381.2	281	https://www.orthodb.org/v10?query=33557at4891	SNARE
33577at4891	Complete	ctg000000_P	772665	774098	+	474.2	394	https://www.orthodb.org/v10?query=33577at4891	Cdc37
33590at4891	Complete	ctg000107_P	383626	385338	+	425.5	443	https://www.orthodb.org/v10?query=33590at4891	Zinc finger, Mcm10/DnaG-type
33600at4891	Complete	ctg000005_P	665277	666641	+	266.3	314	https://www.orthodb.org/v10?query=33600at4891	Ribosome biogenesis protein NOP53
33603at4891	Complete	ctg000007_P	693960	694418	+	207.3	124	https://www.orthodb.org/v10?query=33603at4891	peptidyl-tRNA hydrolase
33608at4891	Complete	ctg000005_P	278164	281625	+	329.8	765	https://www.orthodb.org/v10?query=33608at4891	Autophagy-related protein 11
33646at4891	Complete	ctg000008_P	192296	193258	+	339.8	232	https://www.orthodb.org/v10?query=33646at4891	cyclin-like protein
33647at4891	Complete	ctg000002_P	639735	640313	+	120.9	96	https://www.orthodb.org/v10?query=33647at4891	Zinc finger, PHD-type
33667at4891	Complete	ctg000000_P	617093	617509	+	226.7	115	https://www.orthodb.org/v10?query=33667at4891	ubiquitin-conjugating enzyme
33668at4891	Complete	ctg000006_P	324547	325032	+	149.5	116	https://www.orthodb.org/v10?query=33668at4891	Mitochondrial inner membrane protease subunit
33683at4891	Complete	ctg000107_P	102600	103232	+	155.7	161	https://www.orthodb.org/v10?query=33683at4891	26S Proteasome non-ATPase regulatory subunit 9
33709at4891	Complete	ctg000000_P	371730	372212	+	140.9	111	https://www.orthodb.org/v10?query=33709at4891	Phosphatidylglycerol/phosphatidylinositol transfer protein
33718at4891	Complete	ctg000005_P	467184	467681	+	100.6	80	https://www.orthodb.org/v10?query=33718at4891	MIOREX complex component 11
33738at4891	Complete	ctg000022_P	340933	342315	+	396.4	338	https://www.orthodb.org/v10?query=33738at4891	Mitochondrial import inner membrane translocase subunit TIM54
33753at4891	Complete	ctg000002_P	330664	331101	+	167.2	114	https://www.orthodb.org/v10?query=33753at4891	RNA polymerase
33763at4891	Complete	ctg000007_P	45082	45519	-	118.7	82	https://www.orthodb.org/v10?query=33763at4891	Ribosomal protein L27/L41, mitochondrial
33809at4891	Complete	ctg000005_P	816360	816782	-	167.6	115	https://www.orthodb.org/v10?query=33809at4891	Protein PBDC1
33842at4891	Complete	ctg000009_P	56180	56956	-	152.3	207	https://www.orthodb.org/v10?query=33842at4891	Proteasome assembly chaperone 2
33875at4891	Complete	ctg000001_P	459846	460442	+	143.9	123	https://www.orthodb.org/v10?query=33875at4891	Prefoldin subunit 3
33887at4891	Complete	ctg000000_P	1035736	1036356	+	229.6	169	https://www.orthodb.org/v10?query=33887at4891	Mitochondrial homologous recombination protein 1
33944at4891	Complete	ctg000008_P	718721	719311	-	175.7	122	https://www.orthodb.org/v10?query=33944at4891	translational machinery component
33952at4891	Complete	ctg000010_P	420496	421179	-	212.0	194	https://www.orthodb.org/v10?query=33952at4891	Nucleolar protein 16
33993at4891	Complete	ctg000005_P	497789	498226	-	204.9	104	https://www.orthodb.org/v10?query=33993at4891	Glutaredoxin
33999at4891	Complete	ctg000001_P	955739	956200	+	164.0	104	https://www.orthodb.org/v10?query=33999at4891	Cytochrome c oxidase, subunit Vb
34011at4891	Complete	ctg000009_P	444927	445687	+	306.8	187	https://www.orthodb.org/v10?query=34011at4891	Snf7 family
34017at4891	Complete	ctg000003_P	180283	181002	+	222.8	177	https://www.orthodb.org/v10?query=34017at4891	Snf7 family
34026at4891	Complete	ctg000001_P	45639	46451	+	286.5	206	https://www.orthodb.org/v10?query=34026at4891	Protein PXR1
34037at4891	Complete	ctg000003_P	469827	470519	-	233.9	165	https://www.orthodb.org/v10?query=34037at4891	Protein MSF1
34052at4891	Complete	ctg000022_P	591736	592299	+	97.0	114	https://www.orthodb.org/v10?query=34052at4891	Ran-interacting Mog1 protein
34069at4891	Complete	ctg000011_P	382279	382905	-	185.6	160	https://www.orthodb.org/v10?query=34069at4891	Ribosome recycling factor
34109at4891	Complete	ctg000002_P	342952	344400	+	215.8	424	https://www.orthodb.org/v10?query=34109at4891	GRIP domain
34113at4891	Complete	ctg000000_P	1471436	1472752	+	425.6	367	https://www.orthodb.org/v10?query=34113at4891	RNA polymerase II-associated protein 1, C-terminal
34138at4891	Complete	ctg000002_P	331272	332090	-	149.2	182	https://www.orthodb.org/v10?query=34138at4891	Domain of unknown function DUF2407 C-terminal
34147at4891	Complete	ctg000022_P	599009	600187	-	199.9	253	https://www.orthodb.org/v10?query=34147at4891	Altered inheritance of mitochondria protein 24, mitochondrial
34170at4891	Complete	ctg000000_P	1053264	1053970	-	186.9	132	https://www.orthodb.org/v10?query=34170at4891	HIT-like protein
34188at4891	Complete	ctg000005_P	791479	792192	-	103.8	152	https://www.orthodb.org/v10?query=34188at4891	Leucine-rich repeat
34235at4891	Complete	ctg000002_P	310392	311012	-	162.8	150	https://www.orthodb.org/v10?query=34235at4891	Dihydrofolate reductase
34291at4891	Complete	ctg000008_P	513091	513828	+	184.1	159	https://www.orthodb.org/v10?query=34291at4891	NAD(P)H-hydrate epimerase
34294at4891	Complete	ctg000012_P	279178	280467	+	75.4	199	https://www.orthodb.org/v10?query=34294at4891	CAP Gly-rich domain
34307at4891	Complete	ctg000012_P	285913	286317	+	187.2	119	https://www.orthodb.org/v10?query=34307at4891	methionine sulfoxide reductase B
34318at4891	Complete	ctg000001_P	462634	463107	+	140.6	124	https://www.orthodb.org/v10?query=34318at4891	Mitochondrial ribosomal protein MRPL25
34341at4891	Complete	ctg000005_P	332762	333943	+	228.2	234	https://www.orthodb.org/v10?query=34341at4891	MRG
34345at4891	Complete	ctg000011_P	208739	209428	-	234.5	153	https://www.orthodb.org/v10?query=34345at4891	iron-sulfur cluster assembly protein
34378at4891	Complete	ctg000000_P	979430	980386	+	224.2	221	https://www.orthodb.org/v10?query=34378at4891	Zinc finger, RING-type
34416at4891	Complete	ctg000006_P	636624	637274	-	215.2	157	https://www.orthodb.org/v10?query=34416at4891	Vesicle transport v-SNARE, N-terminal
34449at4891	Complete	ctg000001_P	370547	372136	+	215.7	222	https://www.orthodb.org/v10?query=34449at4891	Nucleoporin Nup54, alpha-helical domain
34458at4891	Complete	ctg000001_P	731084	731449	+	155.9	86	https://www.orthodb.org/v10?query=34458at4891	DNA-directed RNA polymerase subunit
34467at4891	Complete	ctg000003_P	831640	832173	-	206.7	131	https://www.orthodb.org/v10?query=34467at4891	Actin-related protein 2/3 complex subunit 3
34470at4891	Complete	ctg000007_P	366387	366950	-	220.8	147	https://www.orthodb.org/v10?query=34470at4891	Inorganic phosphate transport PHO88
34512at4891	Complete	ctg000002_P	1008363	1008914	-	200.8	128	https://www.orthodb.org/v10?query=34512at4891	Uncharacterised protein family UPF0220
34514at4891	Complete	ctg000000_P	915754	916308	-	144.2	112	https://www.orthodb.org/v10?query=34514at4891	Riboflavin kinase
